Review,text_clean,text_casefoldingText,text_final_splitted,text_slangwords,text_tokenizingText,text_normalized,text_stopword,text_sentenced,text_final_stemmed,fitur_terdeteksi
"Aplikasi ini bagus banget, sangat membantu orang yang ingin belajar bahasa jepang . ini juga mudah gak terlalu susah. kalo aplikasi lain masih belajar Katakana hiragana ini langsung kata-kata . pokonya ini aplikasi Ter the best lah makasih developer dan makasih sudah liat sampai habis",Aplikasi ini bagus banget sangat membantu orang yang ingin belajar bahasa jepang  ini juga mudah gak terlalu susah kalo aplikasi lain masih belajar Katakana hiragana ini langsung katakata  pokonya ini aplikasi Ter the best lah makasih developer dan makasih sudah liat sampai habis,aplikasi ini bagus banget sangat membantu orang yang ingin belajar bahasa jepang  ini juga mudah gak terlalu susah kalo aplikasi lain masih belajar katakana hiragana ini langsung katakata  pokonya ini aplikasi ter the best lah makasih developer dan makasih sudah liat sampai habis,aplikasi ini bagus banget sangat membantu orang yang ingin belajar bahasa jepang  ini juga mudah gak terlalu susah kalo aplikasi lain masih belajar katakana hiragana ini langsung katakata  pokonya ini aplikasi ter the best lah makasih developer dan makasih sudah liat sampai habis,aplikasi ini bagus banget sangat membantu orang yang ingin belajar bahasa jepang ini juga mudah tidak terlalu susah kalau aplikasi lain masih belajar katakana hiragana ini langsung katakata pokonya ini aplikasi ter the best lah terima kasih developer dan terima kasih sudah lihat sampai habis,"['aplikasi', 'ini', 'bagus', 'banget', 'sangat', 'membantu', 'orang', 'yang', 'ingin', 'belajar', 'bahasa', 'jepang', 'ini', 'juga', 'mudah', 'tidak', 'terlalu', 'susah', 'kalau', 'aplikasi', 'lain', 'masih', 'belajar', 'katakana', 'hiragana', 'ini', 'langsung', 'katakata', 'pokonya', 'ini', 'aplikasi', 'ter', 'the', 'best', 'lah', 'terima', 'kasih', 'developer', 'dan', 'terima', 'kasih', 'sudah', 'lihat', 'sampai', 'habis']","['aplikasi', 'ini', 'bagus', 'banget', 'sangat', 'membantu', 'orang', 'yang', 'ingin', 'belajar', 'bahasa', 'jepang', 'ini', 'juga', 'mudah', 'tidak', 'terlalu', 'susah', 'kalau', 'aplikasi', 'lain', 'masih', 'belajar', 'katakana', 'hiragana', 'ini', 'langsung', 'katakata', 'pokonya', 'ini', 'aplikasi', 'ter', 'the', 'best', 'lah', 'terima', 'kasih', 'developer', 'dan', 'terima', 'kasih', 'sudah', 'lihat', 'sampai', 'habis']","['aplikasi', 'bagus', 'banget', 'membantu', 'orang', 'belajar', 'bahasa', 'jepang', 'mudah', 'susah', 'aplikasi', 'belajar', 'katakana', 'hiragana', 'langsung', 'katakata', 'pokonya', 'aplikasi', 'ter', 'best', 'terima', 'kasih', 'developer', 'terima', 'kasih', 'lihat', 'habis']",aplikasi bagus banget membantu orang belajar bahasa jepang mudah susah aplikasi belajar katakana hiragana langsung katakata pokonya aplikasi ter best terima kasih developer terima kasih lihat habis,aplikasi bagus banget bantu orang ajar bahasa jepang mudah susah aplikasi ajar katakana hiragana langsung katakata poko aplikasi ter best terima kasih developer terima kasih lihat habis,kotoba
apk nya bagus buat pemula yang baru belajar bahasa jepang.banyak kosakata yang bisa dipelajarin disini pokok nya recoment banget deh,apk nya bagus buat pemula yang baru belajar bahasa jepangbanyak kosakata yang bisa dipelajarin disini pokok nya recoment banget deh,apk nya bagus buat pemula yang baru belajar bahasa jepangbanyak kosakata yang bisa dipelajarin disini pokok nya recoment banget deh,apk nya bagus buat pemula yang baru belajar bahasa jepangbanyak kosakata yang bisa dipelajarin disini pokok nya recoment banget deh,apk nya bagus buat pemula yang baru belajar bahasa jepangbanyak kosakata yang bisa dipelajarin disini pokok nya recoment banget deh,"['apk', 'nya', 'bagus', 'buat', 'pemula', 'yang', 'baru', 'belajar', 'bahasa', 'jepangbanyak', 'kosakata', 'yang', 'bisa', 'dipelajarin', 'disini', 'pokok', 'nya', 'recoment', 'banget', 'deh']","['apk', 'nya', 'bagus', 'buat', 'pemula', 'yang', 'baru', 'belajar', 'bahasa', 'jepangbanyak', 'kosakata', 'yang', 'bisa', 'dipelajarin', 'disini', 'pokok', 'nya', 'recoment', 'banget', 'deh']","['apk', 'bagus', 'pemula', 'belajar', 'bahasa', 'jepangbanyak', 'kosakata', 'dipelajarin', 'pokok', 'recoment', 'banget', 'deh']",apk bagus pemula belajar bahasa jepangbanyak kosakata dipelajarin pokok recoment banget deh,apk bagus mula ajar bahasa jepangbanyak kosakata dipelajarin pokok recoment banget deh,kotoba
"aplikasi ini membantu bgt buat kalian yg mau belajar huruf jepang ato yg mau belajar bahasa jepang, so great!! and so perfect!",aplikasi ini membantu bgt buat kalian yg mau belajar huruf jepang ato yg mau belajar bahasa jepang so great and so perfect,aplikasi ini membantu bgt buat kalian yg mau belajar huruf jepang ato yg mau belajar bahasa jepang so great and so perfect,aplikasi ini membantu bgt buat kalian yg mau belajar huruf jepang ato yg mau belajar bahasa jepang so great and so perfect,aplikasi ini membantu banget buat kalian yang mau belajar huruf jepang atau yang mau belajar bahasa jepang so great and so perfect,"['aplikasi', 'ini', 'membantu', 'banget', 'buat', 'kalian', 'yang', 'mau', 'belajar', 'huruf', 'jepang', 'atau', 'yang', 'mau', 'belajar', 'bahasa', 'jepang', 'so', 'great', 'and', 'so', 'perfect']","['aplikasi', 'ini', 'membantu', 'banget', 'buat', 'kalian', 'yang', 'mau', 'belajar', 'huruf', 'jepang', 'atau', 'yang', 'mau', 'belajar', 'bahasa', 'jepang', 'so', 'great', 'and', 'so', 'perfect']","['aplikasi', 'membantu', 'banget', 'belajar', 'huruf', 'jepang', 'belajar', 'bahasa', 'jepang', 'great', 'perfect']",aplikasi membantu banget belajar huruf jepang belajar bahasa jepang great perfect,aplikasi bantu banget ajar huruf jepang ajar bahasa jepang great perfect,kanji
aplikasinya seru buat belajar bahasa jepang.aku jadi cepat menghafal kosakata bahasa jepang deh😊,aplikasinya seru buat belajar bahasa jepangaku jadi cepat menghafal kosakata bahasa jepang deh,aplikasinya seru buat belajar bahasa jepangaku jadi cepat menghafal kosakata bahasa jepang deh,aplikasinya seru buat belajar bahasa jepangaku jadi cepat menghafal kosakata bahasa jepang deh,aplikasinya seru buat belajar bahasa jepangaku jadi cepat menghafal kosakata bahasa jepang deh,"['aplikasinya', 'seru', 'buat', 'belajar', 'bahasa', 'jepangaku', 'jadi', 'cepat', 'menghafal', 'kosakata', 'bahasa', 'jepang', 'deh']","['aplikasinya', 'seru', 'buat', 'belajar', 'bahasa', 'jepangaku', 'jadi', 'cepat', 'menghafal', 'kosakata', 'bahasa', 'jepang', 'deh']","['aplikasinya', 'seru', 'belajar', 'bahasa', 'jepangaku', 'cepat', 'menghafal', 'kosakata', 'bahasa', 'jepang', 'deh']",aplikasinya seru belajar bahasa jepangaku cepat menghafal kosakata bahasa jepang deh,aplikasi seru ajar bahasa jepangaku cepat hafal kosakata bahasa jepang deh,kotoba
gampang dihapal huruf kanji nya kalo sm apk iniiiii,gampang dihapal huruf kanji nya kalo sm apk iniiiii,gampang dihapal huruf kanji nya kalo sm apk iniiiii,gampang dihapal huruf kanji nya kalo sm apk iniiiii,gampang dihapal huruf kanji nya kalau sm apk iniiiii,"['gampang', 'dihapal', 'huruf', 'kanji', 'nya', 'kalau', 'sm', 'apk', 'iniiiii']","['gampang', 'dihapal', 'huruf', 'kanji', 'nya', 'kalau', 'sm', 'apk', 'iniiiii']","['gampang', 'dihapal', 'huruf', 'kanji', 'sm', 'apk', 'iniiiii']",gampang dihapal huruf kanji sm apk iniiiii,gampang dihapal huruf kanji sm apk iniiiii,kanji
sangat bagus dan puas alfabet kosakata bahasa Jepang lengkap...,sangat bagus dan puas alfabet kosakata bahasa Jepang lengkap,sangat bagus dan puas alfabet kosakata bahasa jepang lengkap,sangat bagus dan puas alfabet kosakata bahasa jepang lengkap,sangat bagus dan puas alfabet kosakata bahasa jepang lengkap,"['sangat', 'bagus', 'dan', 'puas', 'alfabet', 'kosakata', 'bahasa', 'jepang', 'lengkap']","['sangat', 'bagus', 'dan', 'puas', 'alfabet', 'kosakata', 'bahasa', 'jepang', 'lengkap']","['bagus', 'puas', 'alfabet', 'kosakata', 'bahasa', 'jepang', 'lengkap']",bagus puas alfabet kosakata bahasa jepang lengkap,bagus puas alfabet kosakata bahasa jepang lengkap,kotoba
"Bagus tapi lebih bagus lagi jika dalam bahasa jepang ke indonesia tidak ada penambahan yg tidak perlu. Seperti 子供の時、毎晩八時にねていました artinya kurang lebih : [ketika masih kecil,setiap malam tidur pada jam delapan] di aplikasi : [ketika SAYA masih kecil,SAYA BIASANYA tidur pada jam 8 setiap malam] 🤷 Ini translate SAYA dari mana coba? Ternyata setelah diteliti ini mirip seperti translatenya mesin translator, Bukan dari translate manual/orang. Jika ada penambahan kata,di kata jepangnya juga harus ada...",Bagus tapi lebih bagus lagi jika dalam bahasa jepang ke indonesia tidak ada penambahan yg tidak perlu Seperti  artinya kurang lebih  ketika masih kecilsetiap malam tidur pada jam delapan di aplikasi  ketika SAYA masih kecilSAYA BIASANYA tidur pada jam  setiap malam  Ini translate SAYA dari mana coba Ternyata setelah diteliti ini mirip seperti translatenya mesin translator Bukan dari translate manualorang Jika ada penambahan katadi kata jepangnya juga harus ada,bagus tapi lebih bagus lagi jika dalam bahasa jepang ke indonesia tidak ada penambahan yg tidak perlu seperti  artinya kurang lebih  ketika masih kecilsetiap malam tidur pada jam delapan di aplikasi  ketika saya masih kecilsaya biasanya tidur pada jam  setiap malam  ini translate saya dari mana coba ternyata setelah diteliti ini mirip seperti translatenya mesin translator bukan dari translate manualorang jika ada penambahan katadi kata jepangnya juga harus ada,bagus lebih bagus lagi jika dalam bahasa jepang ke indonesia tidak ada penambahan yg tidak perlu seperti  artinya kurang lebih  ketika masih kecilsetiap malam tidur pada jam delapan di aplikasi  ketika saya masih kecilsaya biasanya tidur pada jam  setiap malam  ini translate saya dari mana coba ternyata setelah diteliti ini mirip seperti translatenya mesin translator bukan dari translate manualorang jika ada penambahan katadi kata jepangnya juga harus ada,bagus lebih bagus lagi jika dalam bahasa jepang ke indonesia tidak ada penambahan yang tidak perlu seperti artinya kurang lebih ketika masih kecilsetiap malam tidur pada jam delapan di aplikasi ketika saya masih kecilsaya biasanya tidur pada jam setiap malam ini translate saya dari mana coba ternyata setelah diteliti ini mirip seperti translatenya mesin translator bukan dari translate manualorang jika ada penambahan katadi kata jepangnya juga harus ada,"['bagus', 'lebih', 'bagus', 'lagi', 'jika', 'dalam', 'bahasa', 'jepang', 'ke', 'indonesia', 'tidak', 'ada', 'penambahan', 'yang', 'tidak', 'perlu', 'seperti', 'artinya', 'kurang', 'lebih', 'ketika', 'masih', 'kecilsetiap', 'malam', 'tidur', 'pada', 'jam', 'delapan', 'di', 'aplikasi', 'ketika', 'saya', 'masih', 'kecilsaya', 'biasanya', 'tidur', 'pada', 'jam', 'setiap', 'malam', 'ini', 'translate', 'saya', 'dari', 'mana', 'coba', 'ternyata', 'setelah', 'diteliti', 'ini', 'mirip', 'seperti', 'translatenya', 'mesin', 'translator', 'bukan', 'dari', 'translate', 'manualorang', 'jika', 'ada', 'penambahan', 'katadi', 'kata', 'jepangnya', 'juga', 'harus', 'ada']","['bagus', 'lebih', 'bagus', 'lagi', 'jika', 'dalam', 'bahasa', 'jepang', 'ke', 'indonesia', 'tidak', 'ada', 'penambahan', 'yang', 'tidak', 'perlu', 'seperti', 'artinya', 'kurang', 'lebih', 'ketika', 'masih', 'kecilsetiap', 'malam', 'tidur', 'pada', 'jam', 'delapan', 'di', 'aplikasi', 'ketika', 'saya', 'masih', 'kecilsaya', 'biasanya', 'tidur', 'pada', 'jam', 'setiap', 'malam', 'ini', 'translate', 'saya', 'dari', 'mana', 'coba', 'ternyata', 'setelah', 'diteliti', 'ini', 'mirip', 'seperti', 'translatenya', 'mesin', 'translator', 'bukan', 'dari', 'translate', 'manualorang', 'jika', 'ada', 'penambahan', 'katadi', 'kata', 'jepangnya', 'juga', 'harus', 'ada']","['bagus', 'bagus', 'bahasa', 'jepang', 'indonesia', 'penambahan', 'kecilsetiap', 'malam', 'tidur', 'jam', 'delapan', 'aplikasi', 'kecilsaya', 'tidur', 'jam', 'malam', 'translate', 'coba', 'diteliti', 'translatenya', 'mesin', 'translator', 'translate', 'manualorang', 'penambahan', 'katadi', 'jepangnya']",bagus bagus bahasa jepang indonesia penambahan kecilsetiap malam tidur jam delapan aplikasi kecilsaya tidur jam malam translate coba diteliti translatenya mesin translator translate manualorang penambahan katadi jepangnya,bagus bagus bahasa jepang indonesia tambah kecilsetiap malam tidur jam delapan aplikasi kecilsaya tidur jam malam translate coba teliti translatenya mesin translator translate manualorang tambah katadi jepangnya,kotoba
cocok bgt buat yg pengen belajar jepang dari dasar. tiap soal kelihatannya berbeda namun memiliki pola kalimat sama. ini bagus untuk teman teman yg sedang dlm proses menghafal dan memahami pola kalimat dlm bahasa jepang,cocok bgt buat yg pengen belajar jepang dari dasar tiap soal kelihatannya berbeda namun memiliki pola kalimat sama ini bagus untuk teman teman yg sedang dlm proses menghafal dan memahami pola kalimat dlm bahasa jepang,cocok bgt buat yg pengen belajar jepang dari dasar tiap soal kelihatannya berbeda namun memiliki pola kalimat sama ini bagus untuk teman teman yg sedang dlm proses menghafal dan memahami pola kalimat dlm bahasa jepang,cocok bgt buat yg pengen belajar jepang dari dasar tiap soal kelihatannya berbeda memiliki pola kalimat sama ini bagus untuk teman teman yg sedang dlm proses menghafal dan memahami pola kalimat dlm bahasa jepang,cocok banget buat yang ingin belajar jepang dari dasar tiap soal kelihatannya berbeda memiliki pola kalimat sama ini bagus untuk teman teman yang sedang dalam proses menghafal dan memahami pola kalimat dalam bahasa jepang,"['cocok', 'banget', 'buat', 'yang', 'ingin', 'belajar', 'jepang', 'dari', 'dasar', 'tiap', 'soal', 'kelihatannya', 'berbeda', 'memiliki', 'pola', 'kalimat', 'sama', 'ini', 'bagus', 'untuk', 'teman', 'teman', 'yang', 'sedang', 'dalam', 'proses', 'menghafal', 'dan', 'memahami', 'pola', 'kalimat', 'dalam', 'bahasa', 'jepang']","['cocok', 'banget', 'buat', 'yang', 'ingin', 'belajar', 'jepang', 'dari', 'dasar', 'tiap', 'soal', 'kelihatannya', 'berbeda', 'memiliki', 'pola', 'kalimat', 'sama', 'ini', 'bagus', 'untuk', 'teman', 'teman', 'yang', 'sedang', 'dalam', 'proses', 'menghafal', 'dan', 'memahami', 'pola', 'kalimat', 'dalam', 'bahasa', 'jepang']","['cocok', 'banget', 'belajar', 'jepang', 'dasar', 'berbeda', 'memiliki', 'pola', 'kalimat', 'bagus', 'teman', 'teman', 'proses', 'menghafal', 'memahami', 'pola', 'kalimat', 'bahasa', 'jepang']",cocok banget belajar jepang dasar berbeda memiliki pola kalimat bagus teman teman proses menghafal memahami pola kalimat bahasa jepang,cocok banget ajar jepang dasar beda milik pola kalimat bagus teman teman proses hafal paham pola kalimat bahasa jepang,bunpou
"Bagus sekali apk ini untuk belajar dan lumayan efektif, sayangnya online jika ingin offline pembayarannya agak mahal dan juga frasanya dan pembelajaran nya masih ada yang kurang(tidak lengkap) tolong kepada developer untuk menambah beberapa frasa dari Kanji 🙏",Bagus sekali apk ini untuk belajar dan lumayan efektif sayangnya online jika ingin offline pembayarannya agak mahal dan juga frasanya dan pembelajaran nya masih ada yang kurangtidak lengkap tolong kepada developer untuk menambah beberapa frasa dari Kanji,bagus sekali apk ini untuk belajar dan lumayan efektif sayangnya online jika ingin offline pembayarannya agak mahal dan juga frasanya dan pembelajaran nya masih ada yang kurangtidak lengkap tolong kepada developer untuk menambah beberapa frasa dari kanji,bagus sekali apk ini untuk belajar dan lumayan efektif sayangnya online jika ingin offline pembayarannya agak mahal dan juga frasanya dan pembelajaran nya masih ada yang kurangtidak lengkap tolong kepada developer untuk menambah beberapa frasa dari kanji,bagus sekali apk ini untuk belajar dan lumayan efektif sayangnya online jika ingin offline pembayarannya agak mahal dan juga frasanya dan pembelajaran nya masih ada yang kurangtidak lengkap tolong kepada developer untuk menambah beberapa frasa dari kanji,"['bagus', 'sekali', 'apk', 'ini', 'untuk', 'belajar', 'dan', 'lumayan', 'efektif', 'sayangnya', 'online', 'jika', 'ingin', 'offline', 'pembayarannya', 'agak', 'mahal', 'dan', 'juga', 'frasanya', 'dan', 'pembelajaran', 'nya', 'masih', 'ada', 'yang', 'kurangtidak', 'lengkap', 'tolong', 'kepada', 'developer', 'untuk', 'menambah', 'beberapa', 'frasa', 'dari', 'kanji']","['bagus', 'sekali', 'apk', 'ini', 'untuk', 'belajar', 'dan', 'lumayan', 'efektif', 'sayangnya', 'online', 'jika', 'ingin', 'offline', 'pembayarannya', 'agak', 'mahal', 'dan', 'juga', 'frasanya', 'dan', 'pembelajaran', 'nya', 'masih', 'ada', 'yang', 'kurangtidak', 'lengkap', 'tolong', 'kepada', 'developer', 'untuk', 'menambah', 'beberapa', 'frasa', 'dari', 'kanji']","['bagus', 'apk', 'belajar', 'lumayan', 'efektif', 'sayangnya', 'online', 'offline', 'pembayarannya', 'mahal', 'frasanya', 'pembelajaran', 'kurangtidak', 'lengkap', 'tolong', 'developer', 'menambah', 'frasa', 'kanji']",bagus apk belajar lumayan efektif sayangnya online offline pembayarannya mahal frasanya pembelajaran kurangtidak lengkap tolong developer menambah frasa kanji,bagus apk ajar lumayan efektif sayang online offline bayar mahal frasa ajar kurangtidak lengkap tolong developer tambah frasa kanji,kanji
untuk latihan kanjinya bisa lebih banyak ya. karena mudah lupa,untuk latihan kanjinya bisa lebih banyak ya karena mudah lupa,untuk latihan kanjinya bisa lebih banyak ya karena mudah lupa,untuk latihan kanjinya bisa lebih banyak ya karena mudah lupa,untuk latihan kanjinya bisa lebih banyak iya karena mudah lupa,"['untuk', 'latihan', 'kanjinya', 'bisa', 'lebih', 'banyak', 'iya', 'karena', 'mudah', 'lupa']","['untuk', 'latihan', 'kanjinya', 'bisa', 'lebih', 'banyak', 'iya', 'karena', 'mudah', 'lupa']","['latihan', 'kanjinya', 'mudah', 'lupa']",latihan kanjinya mudah lupa,latih kanji mudah lupa,kanji
"aku sangat senang belajar di aplikasi HeyJapan karna membuat ku bisa mempelajarinya alfabet, kosakata,menulis huruf-huruf,dan lain-lain semoga aku bisa mempelajarinya semua nya hingga mahir",aku sangat senang belajar di aplikasi HeyJapan karna membuat ku bisa mempelajarinya alfabet kosakatamenulis hurufhurufdan lainlain semoga aku bisa mempelajarinya semua nya hingga mahir,aku sangat senang belajar di aplikasi heyjapan karna membuat ku bisa mempelajarinya alfabet kosakatamenulis hurufhurufdan lainlain semoga aku bisa mempelajarinya semua nya hingga mahir,aku sangat senang belajar di aplikasi heyjapan karna membuat ku bisa mempelajarinya alfabet kosakatamenulis hurufhurufdan lainlain semoga aku bisa mempelajarinya semua nya hingga mahir,aku sangat senang belajar di aplikasi heyjapan karena membuat ku bisa mempelajarinya alfabet kosakatamenulis hurufhurufdan lainlain semoga aku bisa mempelajarinya semua nya hingga mahir,"['aku', 'sangat', 'senang', 'belajar', 'di', 'aplikasi', 'heyjapan', 'karena', 'membuat', 'ku', 'bisa', 'mempelajarinya', 'alfabet', 'kosakatamenulis', 'hurufhurufdan', 'lainlain', 'semoga', 'aku', 'bisa', 'mempelajarinya', 'semua', 'nya', 'hingga', 'mahir']","['aku', 'sangat', 'senang', 'belajar', 'di', 'aplikasi', 'heyjapan', 'karena', 'membuat', 'ku', 'bisa', 'mempelajarinya', 'alfabet', 'kosakatamenulis', 'hurufhurufdan', 'lainlain', 'semoga', 'aku', 'bisa', 'mempelajarinya', 'semua', 'nya', 'hingga', 'mahir']","['senang', 'belajar', 'aplikasi', 'heyjapan', 'mempelajarinya', 'alfabet', 'kosakatamenulis', 'hurufhurufdan', 'lainlain', 'semoga', 'mempelajarinya', 'mahir']",senang belajar aplikasi heyjapan mempelajarinya alfabet kosakatamenulis hurufhurufdan lainlain semoga mempelajarinya mahir,senang ajar aplikasi heyjapan ajar alfabet kosakatamenulis hurufhurufdan lainlain moga ajar mahir,kotoba
"ini bagus bangett ada Hiragana,Kanji,Katakana,romaji",ini bagus bangett ada HiraganaKanjiKatakanaromaji,ini bagus bangett ada hiraganakanjikatakanaromaji,ini bagus bangett ada hiraganakanjikatakanaromaji,ini bagus bangett ada hiraganakanjikatakanaromaji,"['ini', 'bagus', 'bangett', 'ada', 'hiraganakanjikatakanaromaji']","['ini', 'bagus', 'banget', 'ada', 'hiraganakanjikatakanaromaji']","['bagus', 'banget', 'hiraganakanjikatakanaromaji']",bagus banget hiraganakanjikatakanaromaji,bagus banget hiraganakanjikatakanaromaji,"kanji,kotoba"
Aplikasi ini sangat menyenangkan dan terdapat games untuk mudah menghafalkan huruf dan kosakata yang di berikan,Aplikasi ini sangat menyenangkan dan terdapat games untuk mudah menghafalkan huruf dan kosakata yang di berikan,aplikasi ini sangat menyenangkan dan terdapat games untuk mudah menghafalkan huruf dan kosakata yang di berikan,aplikasi ini sangat menyenangkan dan terdapat games untuk mudah menghafalkan huruf dan kosakata yang di berikan,aplikasi ini sangat menyenangkan dan terdapat games untuk mudah menghafalkan huruf dan kosakata yang di berikan,"['aplikasi', 'ini', 'sangat', 'menyenangkan', 'dan', 'terdapat', 'games', 'untuk', 'mudah', 'menghafalkan', 'huruf', 'dan', 'kosakata', 'yang', 'di', 'berikan']","['aplikasi', 'ini', 'sangat', 'menyenangkan', 'dan', 'terdapat', 'games', 'untuk', 'mudah', 'menghafalkan', 'huruf', 'dan', 'kosakata', 'yang', 'di', 'berikan']","['aplikasi', 'menyenangkan', 'games', 'mudah', 'menghafalkan', 'huruf', 'kosakata']",aplikasi menyenangkan games mudah menghafalkan huruf kosakata,aplikasi senang games mudah hafal huruf kosakata,kotoba
"Harus Berbayar :-( ga fokus karena iklan, ga bisa belajar offline saat koneksi buruk, penjelasan kanji & dan partikelnya bingung aku dev,.. ada cara yg lebih mudah untuk dipahami? Makasih🙏",Harus Berbayar  ga fokus karena iklan ga bisa belajar offline saat koneksi buruk penjelasan kanji  dan partikelnya bingung aku dev ada cara yg lebih mudah untuk dipahami Makasih,harus berbayar  ga fokus karena iklan ga bisa belajar offline saat koneksi buruk penjelasan kanji  dan partikelnya bingung aku dev ada cara yg lebih mudah untuk dipahami makasih,harus berbayar  ga fokus karena iklan ga bisa belajar offline saat koneksi buruk penjelasan kanji  dan partikelnya bingung aku dev ada cara yg lebih mudah untuk dipahami makasih,harus berbayar tidak fokus karena iklan tidak bisa belajar offline saat koneksi buruk penjelasan kanji dan partikelnya bingung aku dev ada cara yang lebih mudah untuk dipahami terima kasih,"['harus', 'berbayar', 'tidak', 'fokus', 'karena', 'iklan', 'tidak', 'bisa', 'belajar', 'offline', 'saat', 'koneksi', 'buruk', 'penjelasan', 'kanji', 'dan', 'partikelnya', 'bingung', 'aku', 'dev', 'ada', 'cara', 'yang', 'lebih', 'mudah', 'untuk', 'dipahami', 'terima', 'kasih']","['harus', 'berbayar', 'tidak', 'fokus', 'karena', 'iklan', 'tidak', 'bisa', 'belajar', 'offline', 'saat', 'koneksi', 'buruk', 'penjelasan', 'kanji', 'dan', 'partikelnya', 'bingung', 'aku', 'dev', 'ada', 'cara', 'yang', 'lebih', 'mudah', 'untuk', 'dipahami', 'terima', 'kasih']","['berbayar', 'fokus', 'iklan', 'belajar', 'offline', 'koneksi', 'buruk', 'penjelasan', 'kanji', 'partikelnya', 'bingung', 'dev', 'mudah', 'dipahami', 'terima', 'kasih']",berbayar fokus iklan belajar offline koneksi buruk penjelasan kanji partikelnya bingung dev mudah dipahami terima kasih,bayar fokus iklan ajar offline koneksi buruk jelas kanji partikel bingung dev mudah paham terima kasih,kanji
"Tolong di bagian terjemahannya diperbaiki agar tidak terlihat seperti Google Translate, seharusnya terjemahan yang benar ""Buku ini milik saya"" bukan ""Buku ini dimiliki saya"". Ada lagi kata ""Situ"" yang terasa janggal digunakan dalam bahasa Indonesia seperti kalimat ""Situ tas"" atau ""Tas Situ milik saya"". Walau kata ""Situ"" ini untuk membedakan dengan kata ""Itu"".",Tolong di bagian terjemahannya diperbaiki agar tidak terlihat seperti Google Translate seharusnya terjemahan yang benar Buku ini milik saya bukan Buku ini dimiliki saya Ada lagi kata Situ yang terasa janggal digunakan dalam bahasa Indonesia seperti kalimat Situ tas atau Tas Situ milik saya Walau kata Situ ini untuk membedakan dengan kata Itu,tolong di bagian terjemahannya diperbaiki agar tidak terlihat seperti google translate seharusnya terjemahan yang benar buku ini milik saya bukan buku ini dimiliki saya ada lagi kata situ yang terasa janggal digunakan dalam bahasa indonesia seperti kalimat situ tas atau tas situ milik saya walau kata situ ini untuk membedakan dengan kata itu,tolong di bagian terjemahannya diperbaiki agar tidak terlihat seperti google translate seharusnya terjemahan yang benar buku ini milik saya bukan buku ini dimiliki saya ada lagi kata situ yang terasa janggal digunakan dalam bahasa indonesia seperti kalimat situ tas atau tas situ milik saya walau kata situ ini untuk membedakan dengan kata itu,tolong di bagian terjemahannya diperbaiki agar tidak terlihat seperti google translate seharusnya terjemahan yang benar buku ini milik saya bukan buku ini dimiliki saya ada lagi kata situ yang terasa janggal digunakan dalam bahasa indonesia seperti kalimat situ tas atau tas situ milik saya walau kata situ ini untuk membedakan dengan kata itu,"['tolong', 'di', 'bagian', 'terjemahannya', 'diperbaiki', 'agar', 'tidak', 'terlihat', 'seperti', 'google', 'translate', 'seharusnya', 'terjemahan', 'yang', 'benar', 'buku', 'ini', 'milik', 'saya', 'bukan', 'buku', 'ini', 'dimiliki', 'saya', 'ada', 'lagi', 'kata', 'situ', 'yang', 'terasa', 'janggal', 'digunakan', 'dalam', 'bahasa', 'indonesia', 'seperti', 'kalimat', 'situ', 'tas', 'atau', 'tas', 'situ', 'milik', 'saya', 'walau', 'kata', 'situ', 'ini', 'untuk', 'membedakan', 'dengan', 'kata', 'itu']","['tolong', 'di', 'bagian', 'terjemahannya', 'diperbaiki', 'agar', 'tidak', 'terlihat', 'seperti', 'google', 'translate', 'seharusnya', 'terjemahan', 'yang', 'benar', 'buku', 'ini', 'milik', 'saya', 'bukan', 'buku', 'ini', 'dimiliki', 'saya', 'ada', 'lagi', 'kata', 'situ', 'yang', 'terasa', 'janggal', 'digunakan', 'dalam', 'bahasa', 'indonesia', 'seperti', 'kalimat', 'situ', 'tas', 'atau', 'tas', 'situ', 'milik', 'saya', 'walau', 'kata', 'situ', 'ini', 'untuk', 'membedakan', 'dengan', 'kata', 'itu']","['tolong', 'terjemahannya', 'diperbaiki', 'google', 'translate', 'terjemahan', 'buku', 'milik', 'buku', 'dimiliki', 'situ', 'janggal', 'bahasa', 'indonesia', 'kalimat', 'situ', 'tas', 'tas', 'situ', 'milik', 'situ', 'membedakan']",tolong terjemahannya diperbaiki google translate terjemahan buku milik buku dimiliki situ janggal bahasa indonesia kalimat situ tas tas situ milik situ membedakan,tolong terjemah baik google translate terjemah buku milik buku milik situ janggal bahasa indonesia kalimat situ tas tas situ milik situ beda,bunpou
