Review,text_clean,text_casefoldingText,text_slangwords,text_tokenizingText,text_stopword,text_sentenced,text_final_stemmed,fitur_terdeteksi
Saran saya relawan terjemahan juga diberi sedikit upah oleh pihak kanji study atau bisa juga dibayar oleh pengguna melalui patreon.,Saran saya relawan terjemahan juga diberi sedikit upah oleh pihak kanji study atau bisa juga dibayar oleh pengguna melalui patreon,saran saya relawan terjemahan juga diberi sedikit upah oleh pihak kanji study atau bisa juga dibayar oleh pengguna melalui patreon,saran saya relawan terjemahan juga diberi sedikit upah oleh pihak kanji study atau bisa juga dibayar oleh pengguna melalui patreon,"['saran', 'saya', 'relawan', 'terjemahan', 'juga', 'diberi', 'sedikit', 'upah', 'oleh', 'pihak', 'kanji', 'study', 'atau', 'bisa', 'juga', 'dibayar', 'oleh', 'pengguna', 'melalui', 'patreon']","['saran', 'relawan', 'terjemahan', 'upah', 'kanji', 'study', 'dibayar', 'pengguna', 'patreon']",saran relawan terjemahan upah kanji study dibayar pengguna patreon,saran rawan terjemah upah kanji study bayar guna patreon,kanji
"sangat bagus, membantu sekali untuk yg sedang belajar kanji",sangat bagus membantu sekali untuk yg sedang belajar kanji,sangat bagus membantu sekali untuk yg sedang belajar kanji,sangat bagus membantu sekali untuk yang sedang belajar kanji,"['sangat', 'bagus', 'membantu', 'sekali', 'untuk', 'yang', 'sedang', 'belajar', 'kanji']","['bagus', 'membantu', 'belajar', 'kanji']",bagus membantu belajar kanji,bagus bantu ajar kanji,kanji
Aplikasi Ini Sangat Recommended Buat Kalian Yang Mau Belajar Kanji Materi Nya Sangat Lengkap 👍👍👍👍👍,Aplikasi Ini Sangat Recommended Buat Kalian Yang Mau Belajar Kanji Materi Nya Sangat Lengkap,aplikasi ini sangat recommended buat kalian yang mau belajar kanji materi nya sangat lengkap,aplikasi ini sangat recommended buat kalian yang mau belajar kanji materi nya sangat lengkap,"['aplikasi', 'ini', 'sangat', 'recommended', 'buat', 'kalian', 'yang', 'mau', 'belajar', 'kanji', 'materi', 'nya', 'sangat', 'lengkap']","['aplikasi', 'recommended', 'belajar', 'kanji', 'materi', 'lengkap']",aplikasi recommended belajar kanji materi lengkap,aplikasi recommended ajar kanji materi lengkap,kanji
Bagus semoga saya lancar menulis dan membaca kanjinya. ありがとう,Bagus semoga saya lancar menulis dan membaca kanjinya ありかとう,bagus semoga saya lancar menulis dan membaca kanjinya ありかとう,bagus semoga saya lancar menulis dan membaca kanjinya ありかとう,"['bagus', 'semoga', 'saya', 'lancar', 'menulis', 'dan', 'membaca', 'kanjinya', 'ありかとう']","['bagus', 'semoga', 'lancar', 'menulis', 'membaca', 'kanjinya', 'ありかとう']",bagus semoga lancar menulis membaca kanjinya ありかとう,bagus moga lancar tulis baca kanji ,kanji
"Sejauh ini terbaik buat pengantar kanji, beneran. Coba pake yang tingkatan sekolah di jepang biar enak....",Sejauh ini terbaik buat pengantar kanji beneran Coba pake yang tingkatan sekolah di jepang biar enak,sejauh ini terbaik buat pengantar kanji beneran coba pake yang tingkatan sekolah di jepang biar enak,sejauh ini terbaik buat pengantar kanji beneran coba pakai yang tingkatan sekolah di jepang biar enak,"['sejauh', 'ini', 'terbaik', 'buat', 'pengantar', 'kanji', 'beneran', 'coba', 'pakai', 'yang', 'tingkatan', 'sekolah', 'di', 'jepang', 'biar', 'enak']","['terbaik', 'pengantar', 'kanji', 'beneran', 'coba', 'pakai', 'tingkatan', 'sekolah', 'jepang', 'biar', 'enak']",terbaik pengantar kanji beneran coba pakai tingkatan sekolah jepang biar enak,baik antar kanji beneran coba pakai tingkat sekolah jepang biar enak,kanji
hebat. belajar kanji dengan mudah. aku suka. ga ngelag walau update.,hebat belajar kanji dengan mudah aku suka ga ngelag walau update,hebat belajar kanji dengan mudah aku suka ga ngelag walau update,hebat belajar kanji dengan mudah aku suka tidak ngelag walau update,"['hebat', 'belajar', 'kanji', 'dengan', 'mudah', 'aku', 'suka', 'tidak', 'ngelag', 'walau', 'update']","['hebat', 'belajar', 'kanji', 'mudah', 'suka', 'ngelag', 'update']",hebat belajar kanji mudah suka ngelag update,hebat ajar kanji mudah suka ngelag update,kanji
Aplikasi yang fleksibel untuk belajar kanji..top,Aplikasi yang fleksibel untuk belajar kanjitop,aplikasi yang fleksibel untuk belajar kanjitop,aplikasi yang fleksibel untuk belajar kanjitop,"['aplikasi', 'yang', 'fleksibel', 'untuk', 'belajar', 'kanjitop']","['aplikasi', 'fleksibel', 'belajar', 'kanjitop']",aplikasi fleksibel belajar kanjitop,aplikasi fleksibel ajar kanjitop,kanji
Thanks ya... Aku jadi bisa belajar huruf kanji lebih gampang,Thanks ya Aku jadi bisa belajar huruf kanji lebih gampang,thanks ya aku jadi bisa belajar huruf kanji lebih gampang,terima kasih iya aku jadi bisa belajar huruf kanji lebih gampang,"['terima', 'kasih', 'iya', 'aku', 'jadi', 'bisa', 'belajar', 'huruf', 'kanji', 'lebih', 'gampang']","['terima', 'kasih', 'belajar', 'huruf', 'kanji', 'gampang']",terima kasih belajar huruf kanji gampang,terima kasih ajar huruf kanji gampang,kanji
"Bagus untuk belajar. Namun, bagaimana cara membuka seluruh kanji yang terkunci?",Bagus untuk belajar Namun bagaimana cara membuka seluruh kanji yang terkunci,bagus untuk belajar namun bagaimana cara membuka seluruh kanji yang terkunci,bagus untuk belajar namun bagaimana cara membuka seluruh kanji yang terkunci,"['bagus', 'untuk', 'belajar', 'namun', 'bagaimana', 'cara', 'membuka', 'seluruh', 'kanji', 'yang', 'terkunci']","['bagus', 'belajar', 'membuka', 'kanji', 'terkunci']",bagus belajar membuka kanji terkunci,bagus ajar buka kanji kunci,kanji
"Mantap bener su, banyak banget dah kanjinya jhehehe",Mantap bener su banyak banget dah kanjinya jhehehe,mantap bener su banyak banget dah kanjinya jhehehe,mantap benar su banyak banget deh kanjinya jhehehe,"['mantap', 'benar', 'su', 'banyak', 'banget', 'deh', 'kanjinya', 'jhehehe']","['mantap', 'su', 'banget', 'deh', 'kanjinya', 'jhehehe']",mantap su banget deh kanjinya jhehehe,mantap su banget deh kanji jhehehe,kanji
Belajar bahasa Kanji nya Mudah di pahami sedikit demi sedikit akan terbiasa 👌🏻,Belajar bahasa Kanji nya Mudah di pahami sedikit demi sedikit akan terbiasa,belajar bahasa kanji nya mudah di pahami sedikit demi sedikit akan terbiasa,belajar bahasa kanji nya mudah di pahami sedikit demi sedikit akan terbiasa,"['belajar', 'bahasa', 'kanji', 'nya', 'mudah', 'di', 'pahami', 'sedikit', 'demi', 'sedikit', 'akan', 'terbiasa']","['belajar', 'bahasa', 'kanji', 'mudah', 'pahami', 'terbiasa']",belajar bahasa kanji mudah pahami terbiasa,ajar bahasa kanji mudah paham biasa,kanji
"Bagus banget, cocok buat anda yang ingin mendalami kanji Jepang.",Bagus banget cocok buat anda yang ingin mendalami kanji Jepang,bagus banget cocok buat anda yang ingin mendalami kanji jepang,bagus banget cocok buat anda yang ingin mendalami kanji jepang,"['bagus', 'banget', 'cocok', 'buat', 'anda', 'yang', 'ingin', 'mendalami', 'kanji', 'jepang']","['bagus', 'banget', 'cocok', 'mendalami', 'kanji', 'jepang']",bagus banget cocok mendalami kanji jepang,bagus banget cocok dalam kanji jepang,kanji
Aplikasi pembelajaran Kanji yang sangat menarik..,Aplikasi pembelajaran Kanji yang sangat menarik,aplikasi pembelajaran kanji yang sangat menarik,aplikasi pembelajaran kanji yang sangat menarik,"['aplikasi', 'pembelajaran', 'kanji', 'yang', 'sangat', 'menarik']","['aplikasi', 'pembelajaran', 'kanji', 'menarik']",aplikasi pembelajaran kanji menarik,aplikasi ajar kanji tarik,kanji
Aplikasi sangat membantu dalam belajar kanji,Aplikasi sangat membantu dalam belajar kanji,aplikasi sangat membantu dalam belajar kanji,aplikasi sangat membantu dalam belajar kanji,"['aplikasi', 'sangat', 'membantu', 'dalam', 'belajar', 'kanji']","['aplikasi', 'membantu', 'belajar', 'kanji']",aplikasi membantu belajar kanji,aplikasi bantu ajar kanji,kanji
Sangat bagus untuk belajar kanji,Sangat bagus untuk belajar kanji,sangat bagus untuk belajar kanji,sangat bagus untuk belajar kanji,"['sangat', 'bagus', 'untuk', 'belajar', 'kanji']","['bagus', 'belajar', 'kanji']",bagus belajar kanji,bagus ajar kanji,kanji
"Sangat Membantu Saya Belajar Kanji, Terima kasih yang telah membuat aplikasi ini.",Sangat Membantu Saya Belajar Kanji Terima kasih yang telah membuat aplikasi ini,sangat membantu saya belajar kanji terima kasih yang telah membuat aplikasi ini,sangat membantu saya belajar kanji terima kasih yang telah membuat aplikasi ini,"['sangat', 'membantu', 'saya', 'belajar', 'kanji', 'terima', 'kasih', 'yang', 'telah', 'membuat', 'aplikasi', 'ini']","['membantu', 'belajar', 'kanji', 'terima', 'kasih', 'aplikasi']",membantu belajar kanji terima kasih aplikasi,bantu ajar kanji terima kasih aplikasi,kanji
Sangat membantu dalam belajar kanji,Sangat membantu dalam belajar kanji,sangat membantu dalam belajar kanji,sangat membantu dalam belajar kanji,"['sangat', 'membantu', 'dalam', 'belajar', 'kanji']","['membantu', 'belajar', 'kanji']",membantu belajar kanji,bantu ajar kanji,kanji
"Bagus banget, membantu sekali buat belajar kanji",Bagus banget membantu sekali buat belajar kanji,bagus banget membantu sekali buat belajar kanji,bagus banget membantu sekali buat belajar kanji,"['bagus', 'banget', 'membantu', 'sekali', 'buat', 'belajar', 'kanji']","['bagus', 'banget', 'membantu', 'belajar', 'kanji']",bagus banget membantu belajar kanji,bagus banget bantu ajar kanji,kanji
Aplikasi sangat membantu buat belajar kanji,Aplikasi sangat membantu buat belajar kanji,aplikasi sangat membantu buat belajar kanji,aplikasi sangat membantu buat belajar kanji,"['aplikasi', 'sangat', 'membantu', 'buat', 'belajar', 'kanji']","['aplikasi', 'membantu', 'belajar', 'kanji']",aplikasi membantu belajar kanji,aplikasi bantu ajar kanji,kanji
Sangat membantu belajar kanji Japan,Sangat membantu belajar kanji Japan,sangat membantu belajar kanji japan,sangat membantu belajar kanji japan,"['sangat', 'membantu', 'belajar', 'kanji', 'japan']","['membantu', 'belajar', 'kanji', 'japan']",membantu belajar kanji japan,bantu ajar kanji japan,kanji
Sangat membantu saya belajar kanji ありがとうございます,Sangat membantu saya belajar kanji ありがとうございます,sangat membantu saya belajar kanji ありがとうございます,sangat membantu saya belajar kanji ありがとうございます,"['sangat', 'membantu', 'saya', 'belajar', 'kanji', 'ありがとうございます']","['membantu', 'belajar', 'kanji', 'ありがとうございます']",membantu belajar kanji ありがとうございます,bantu ajar kanji ,kanji
"mantap, saya banyak belajar kanji dari app ini",mantap saya banyak belajar kanji dari app ini,mantap saya banyak belajar kanji dari app ini,mantap saya banyak belajar kanji dari app ini,"['mantap', 'saya', 'banyak', 'belajar', 'kanji', 'dari', 'app', 'ini']","['mantap', 'belajar', 'kanji', 'app']",mantap belajar kanji app,mantap ajar kanji app,kanji
Sangat recommended untuk belajar kanji,Sangat recommended untuk belajar kanji,sangat recommended untuk belajar kanji,sangat recommended untuk belajar kanji,"['sangat', 'recommended', 'untuk', 'belajar', 'kanji']","['recommended', 'belajar', 'kanji']",recommended belajar kanji,recommended ajar kanji,kanji
aplikasi terbaik buat belajar kanji,aplikasi terbaik buat belajar kanji,aplikasi terbaik buat belajar kanji,aplikasi terbaik buat belajar kanji,"['aplikasi', 'terbaik', 'buat', 'belajar', 'kanji']","['aplikasi', 'terbaik', 'belajar', 'kanji']",aplikasi terbaik belajar kanji,aplikasi baik ajar kanji,kanji
sangat mudah belajar kanji dari sini,sangat mudah belajar kanji dari sini,sangat mudah belajar kanji dari sini,sangat mudah belajar kanji dari sini,"['sangat', 'mudah', 'belajar', 'kanji', 'dari', 'sini']","['mudah', 'belajar', 'kanji']",mudah belajar kanji,mudah ajar kanji,kanji
memudahkan belajar dengan adanya contoh kalimat,memudahkan belajar dengan adanya contoh kalimat,memudahkan belajar dengan adanya contoh kalimat,memudahkan belajar dengan adanya contoh kalimat,"['memudahkan', 'belajar', 'dengan', 'adanya', 'contoh', 'kalimat']","['memudahkan', 'belajar', 'contoh', 'kalimat']",memudahkan belajar contoh kalimat,mudah ajar contoh kalimat,bunpou
app belajar kanji paling mantap,app belajar kanji paling mantap,app belajar kanji paling mantap,app belajar kanji paling mantap,"['app', 'belajar', 'kanji', 'paling', 'mantap']","['app', 'belajar', 'kanji', 'mantap']",app belajar kanji mantap,app ajar kanji mantap,kanji
"Bagus, aplikasi ini benar2 membantu dalam mempelajari kanji",Bagus aplikasi ini benar membantu dalam mempelajari kanji,bagus aplikasi ini benar membantu dalam mempelajari kanji,bagus aplikasi ini benar membantu dalam mempelajari kanji,"['bagus', 'aplikasi', 'ini', 'benar', 'membantu', 'dalam', 'mempelajari', 'kanji']","['bagus', 'aplikasi', 'membantu', 'mempelajari', 'kanji']",bagus aplikasi membantu mempelajari kanji,bagus aplikasi bantu ajar kanji,kanji
"Ni apk rekomended deh utk pemula yg mau belajar kanji, apknya mudh di gunakan",Ni apk rekomended deh utk pemula yg mau belajar kanji apknya mudh di gunakan,ni apk rekomended deh utk pemula yg mau belajar kanji apknya mudh di gunakan,ini apk rekomended deh untuk pemula yang mau belajar kanji apknya mudh di gunakan,"['ini', 'apk', 'rekomended', 'deh', 'untuk', 'pemula', 'yang', 'mau', 'belajar', 'kanji', 'apknya', 'mudh', 'di', 'gunakan']","['apk', 'rekomended', 'deh', 'pemula', 'belajar', 'kanji', 'apknya', 'mudh']",apk rekomended deh pemula belajar kanji apknya mudh,apk rekomended deh mula ajar kanji apknya mudh,kanji
Rekomendasi buat yang mau belajar menghapal kanji,Rekomendasi buat yang mau belajar menghapal kanji,rekomendasi buat yang mau belajar menghapal kanji,rekomendasi buat yang mau belajar menghapal kanji,"['rekomendasi', 'buat', 'yang', 'mau', 'belajar', 'menghapal', 'kanji']","['rekomendasi', 'belajar', 'menghapal', 'kanji']",rekomendasi belajar menghapal kanji,rekomendasi ajar menghapal kanji,kanji
mudah mudahan bisa cepat hafal kanji,mudah mudahan bisa cepat hafal kanji,mudah mudahan bisa cepat hafal kanji,mudah mudahan bisa cepat hafal kanji,"['mudah', 'mudahan', 'bisa', 'cepat', 'hafal', 'kanji']","['mudah', 'mudahan', 'cepat', 'hafal', 'kanji']",mudah mudahan cepat hafal kanji,mudah mudah cepat hafal kanji,kanji
Aku suka aplikasinya untuk belajar Kanji Jepang.,Aku suka aplikasinya untuk belajar Kanji Jepang,aku suka aplikasinya untuk belajar kanji jepang,aku suka aplikasinya untuk belajar kanji jepang,"['aku', 'suka', 'aplikasinya', 'untuk', 'belajar', 'kanji', 'jepang']","['suka', 'aplikasinya', 'belajar', 'kanji', 'jepang']",suka aplikasinya belajar kanji jepang,suka aplikasi ajar kanji jepang,kanji
sudah saya ubah menjadi rating 5 tolong harga beli kanji nya di kurangin,sudah saya ubah menjadi rating  tolong harga beli kanji nya di kurangin,sudah saya ubah menjadi rating  tolong harga beli kanji nya di kurangin,sudah saya ubah menjadi rating tolong harga beli kanji nya di kurangin,"['sudah', 'saya', 'ubah', 'menjadi', 'rating', 'tolong', 'harga', 'beli', 'kanji', 'nya', 'di', 'kurangin']","['ubah', 'rating', 'tolong', 'harga', 'beli', 'kanji', 'kurangin']",ubah rating tolong harga beli kanji kurangin,ubah rating tolong harga beli kanji rangin,kanji
"Mantap, lumayan sudah hafal 200 kanji",Mantap lumayan sudah hafal  kanji,mantap lumayan sudah hafal  kanji,mantap lumayan sudah hafal kanji,"['mantap', 'lumayan', 'sudah', 'hafal', 'kanji']","['mantap', 'lumayan', 'hafal', 'kanji']",mantap lumayan hafal kanji,mantap lumayan hafal kanji,kanji
Sangat membantu saya dalam belajar kanji,Sangat membantu saya dalam belajar kanji,sangat membantu saya dalam belajar kanji,sangat membantu saya dalam belajar kanji,"['sangat', 'membantu', 'saya', 'dalam', 'belajar', 'kanji']","['membantu', 'belajar', 'kanji']",membantu belajar kanji,bantu ajar kanji,kanji
Sangat bermanfaat buat ngehafal kanji,Sangat bermanfaat buat ngehafal kanji,sangat bermanfaat buat ngehafal kanji,sangat bermanfaat buat ngehafal kanji,"['sangat', 'bermanfaat', 'buat', 'ngehafal', 'kanji']","['bermanfaat', 'ngehafal', 'kanji']",bermanfaat ngehafal kanji,manfaat ngehafal kanji,kanji
"Bagus kok, cuman aku sudah nyaman pakai Kanji Tree.",Bagus kok cuman aku sudah nyaman pakai Kanji Tree,bagus kok cuman aku sudah nyaman pakai kanji tree,bagus kok cuma aku sudah nyaman pakai kanji tree,"['bagus', 'kok', 'cuma', 'aku', 'sudah', 'nyaman', 'pakai', 'kanji', 'tree']","['bagus', 'nyaman', 'pakai', 'kanji', 'tree']",bagus nyaman pakai kanji tree,bagus nyaman pakai kanji tree,kanji
Aplikasi yang bagus buat mempelajari Kanji,Aplikasi yang bagus buat mempelajari Kanji,aplikasi yang bagus buat mempelajari kanji,aplikasi yang bagus buat mempelajari kanji,"['aplikasi', 'yang', 'bagus', 'buat', 'mempelajari', 'kanji']","['aplikasi', 'bagus', 'mempelajari', 'kanji']",aplikasi bagus mempelajari kanji,aplikasi bagus ajar kanji,kanji
bagus buat latihan kanji,bagus buat latihan kanji,bagus buat latihan kanji,bagus buat latihan kanji,"['bagus', 'buat', 'latihan', 'kanji']","['bagus', 'latihan', 'kanji']",bagus latihan kanji,bagus latih kanji,kanji
bisa latihan nulis kanji!,bisa latihan nulis kanji,bisa latihan nulis kanji,bisa latihan nulis kanji,"['bisa', 'latihan', 'nulis', 'kanji']","['latihan', 'nulis', 'kanji']",latihan nulis kanji,latih nulis kanji,kanji
sangat membantu untuk menghafal kanji,sangat membantu untuk menghafal kanji,sangat membantu untuk menghafal kanji,sangat membantu untuk menghafal kanji,"['sangat', 'membantu', 'untuk', 'menghafal', 'kanji']","['membantu', 'menghafal', 'kanji']",membantu menghafal kanji,bantu hafal kanji,kanji
Apk belajar kanji terbaik menurutku,Apk belajar kanji terbaik menurutku,apk belajar kanji terbaik menurutku,apk belajar kanji terbaik menurutku,"['apk', 'belajar', 'kanji', 'terbaik', 'menurutku']","['apk', 'belajar', 'kanji', 'terbaik', 'menurutku']",apk belajar kanji terbaik menurutku,apk ajar kanji baik turut,kanji
Mantabbb buat belajar kanjii n5 terkhusus,Mantabbb buat belajar kanjii n terkhusus,mantabbb buat belajar kanjii n terkhusus,mantabbb buat belajar kanjii dan terkhusus,"['mantabbb', 'buat', 'belajar', 'kanjii', 'dan', 'terkhusus']","['mantabbb', 'belajar', 'kanjii', 'terkhusus']",mantabbb belajar kanjii terkhusus,mantabbb ajar kanji khusus,kanji
"SARAN YA KAK KALAU BISA DITAMBAH HURUF HIRAGANA, KATAKANA, DAN ROMANJI YA KAK",SARAN YA KAK KALAU BISA DITAMBAH HURUF HIRAGANA KATAKANA DAN ROMANJI YA KAK,saran ya kak kalau bisa ditambah huruf hiragana katakana dan romanji ya kak,saran iya kak kalau bisa ditambah huruf hiragana katakana dan romanji iya kak,"['saran', 'iya', 'kak', 'kalau', 'bisa', 'ditambah', 'huruf', 'hiragana', 'katakana', 'dan', 'romanji', 'iya', 'kak']","['saran', 'kak', 'ditambah', 'huruf', 'hiragana', 'katakana', 'romanji', 'kak']",saran kak ditambah huruf hiragana katakana romanji kak,saran kak tambah huruf hiragana katakana romanji kak,kotoba
"Nice Can you add some fitures like additional flashcards, editable words meaning (not only kanjis) so we can make custom groub to remember the words we need",Nice Can you add some fitures like additional flashcards editable words meaning not only kanjis so we can make custom groub to remember the words we need,nice can you add some fitures like additional flashcards editable words meaning not only kanjis so we can make custom groub to remember the words we need,bagus belum you add some fitures like additional flashcards editable words meaning not only kanjis so we belum make custom groub to remember the words we need,"['bagus', 'belum', 'you', 'add', 'some', 'fitures', 'like', 'additional', 'flashcards', 'editable', 'words', 'meaning', 'not', 'only', 'kanjis', 'so', 'we', 'belum', 'make', 'custom', 'groub', 'to', 'remember', 'the', 'words', 'we', 'need']","['bagus', 'add', 'fitures', 'like', 'additional', 'flashcards', 'editable', 'words', 'meaning', 'kanjis', 'make', 'custom', 'groub', 'remember', 'words', 'need']",bagus add fitures like additional flashcards editable words meaning kanjis make custom groub remember words need,bagus add fitures like additional flashcards editable words meaning kanjis make custom groub remember words need,kanji
"this application has succeeded in making me learn hiragana/katakana letters, therefore I am very grateful to this application ^•^ .I hope that in the future this application can be developed to be better so that users feel comfortable using it. @Toni",this application has succeeded in making me learn hiraganakatakana letters therefore I am very grateful to this application  I hope that in the future this application can be developed to be better so that users feel comfortable using it,this application has succeeded in making me learn hiraganakatakana letters therefore i am very grateful to this application  i hope that in the future this application can be developed to be better so that users feel comfortable using it,this application has succeeded in making me learn hiraganakatakana letters therefore i am very grateful to this application i hope that in the future this application belum be developed to be lebih baik so that users feel comfortable using it,"['this', 'application', 'has', 'succeeded', 'in', 'making', 'me', 'learn', 'hiraganakatakana', 'letters', 'therefore', 'i', 'am', 'very', 'grateful', 'to', 'this', 'application', 'i', 'hope', 'that', 'in', 'the', 'future', 'this', 'application', 'belum', 'be', 'developed', 'to', 'be', 'lebih', 'baik', 'so', 'that', 'users', 'feel', 'comfortable', 'using', 'it']","['application', 'succeeded', 'making', 'learn', 'hiraganakatakana', 'letters', 'therefore', 'grateful', 'application', 'hope', 'future', 'application', 'developed', 'users', 'feel', 'comfortable', 'using']",application succeeded making learn hiraganakatakana letters therefore grateful application hope future application developed users feel comfortable using,application succeeded making learn hiraganakatakana letters therefore grateful application hope future application developed users feel comfortable using,kotoba
The app is very good for learning kanji,The app is very good for learning kanji,the app is very good for learning kanji,the app is very bagus for learning kanji,"['the', 'app', 'is', 'very', 'bagus', 'for', 'learning', 'kanji']","['app', 'bagus', 'learning', 'kanji']",app bagus learning kanji,app bagus learning kanji,kanji
Great ways to learn kanji,Great ways to learn kanji,great ways to learn kanji,great ways to learn kanji,"['great', 'ways', 'to', 'learn', 'kanji']","['great', 'ways', 'learn', 'kanji']",great ways learn kanji,great ways learn kanji,kanji
Best kanji dictionary,Best kanji dictionary,best kanji dictionary,best kanji dictionary,"['best', 'kanji', 'dictionary']","['best', 'kanji', 'dictionary']",best kanji dictionary,best kanji dictionary,kanji
いいね hiragana to katakana mo aru yo ありがとうございます,いいね hiragana to katakana mo aru yo ありがとうございます,いいね hiragana to katakana mo aru yo ありがとうございます,いいね hiragana to katakana mau aru iya ありがとうございます,"['いいね', 'hiragana', 'to', 'katakana', 'mau', 'aru', 'iya', 'ありがとうございます']","['いいね', 'hiragana', 'katakana', 'aru', 'ありがとうございます']",いいね hiragana katakana aru ありがとうございます, hiragana katakana aru ,kotoba
This is a great app for beginner who wanna learn kanji....,This is a great app for beginner who wanna learn kanji,this is a great app for beginner who wanna learn kanji,this is a great app for beginner who wanna learn kanji,"['this', 'is', 'a', 'great', 'app', 'for', 'beginner', 'who', 'wan', 'na', 'learn', 'kanji']","['great', 'app', 'beginner', 'wan', 'learn', 'kanji']",great app beginner wan learn kanji,great app beginner wan learn kanji,kanji
The best application for study kanji,The best application for study kanji,the best application for study kanji,the best application for study kanji,"['the', 'best', 'application', 'for', 'study', 'kanji']","['best', 'application', 'study', 'kanji']",best application study kanji,best application study kanji,kanji
Great. Really helping me study kanji,Great Really helping me study kanji,great really helping me study kanji,great really helping me study kanji,"['great', 'really', 'helping', 'me', 'study', 'kanji']","['great', 'really', 'helping', 'study', 'kanji']",great really helping study kanji,great really helping study kanji,kanji
"Extremely useful. Every kanji is divided into their radicals, there's even example sentences. This is one of the apps that you should buy the full version of. It's worth the money.",Extremely useful Every kanji is divided into their radicals theres even example sentences This is one of the apps that you should buy the full version of Its worth the money,extremely useful every kanji is divided into their radicals theres even example sentences this is one of the apps that you should buy the full version of its worth the money,extremely useful every kanji is divided into their radicals theres even example sentences this is one of the apps that you should buy the full version of its worth the money,"['extremely', 'useful', 'every', 'kanji', 'is', 'divided', 'into', 'their', 'radicals', 'theres', 'even', 'example', 'sentences', 'this', 'is', 'one', 'of', 'the', 'apps', 'that', 'you', 'should', 'buy', 'the', 'full', 'version', 'of', 'its', 'worth', 'the', 'money']","['extremely', 'useful', 'every', 'kanji', 'divided', 'radicals', 'theres', 'even', 'example', 'sentences', 'one', 'apps', 'buy', 'full', 'version', 'worth', 'money']",extremely useful every kanji divided radicals theres even example sentences one apps buy full version worth money,extremely useful every kanji divided radicals theres even example sentences one apps buy full version worth money,kanji
"really recommend of this application to anyone want to learn Kanji's, there are separated of N5~N1 Kanji and have sound to help you learn more easily! 5☆",really recommend of this application to anyone want to learn Kanjis there are separated of NN Kanji and have sound to help you learn more easily,really recommend of this application to anyone want to learn kanjis there are separated of nn kanji and have sound to help you learn more easily,really recommend of this application to anyone want to learn kanjis there are separated of nn kanji and have sound to help you learn more easily,"['really', 'recommend', 'of', 'this', 'application', 'to', 'anyone', 'want', 'to', 'learn', 'kanjis', 'there', 'are', 'separated', 'of', 'nn', 'kanji', 'and', 'have', 'sound', 'to', 'help', 'you', 'learn', 'more', 'easily']","['really', 'recommend', 'application', 'anyone', 'want', 'learn', 'kanjis', 'separated', 'nn', 'kanji', 'sound', 'help', 'learn', 'easily']",really recommend application anyone want learn kanjis separated nn kanji sound help learn easily,really recommend application anyone want learn kanjis separated nn kanji sound help learn easily,kanji
Very Usefull app to learn kanji,Very Usefull app to learn kanji,very usefull app to learn kanji,very usefull app to learn kanji,"['very', 'usefull', 'app', 'to', 'learn', 'kanji']","['usefull', 'app', 'learn', 'kanji']",usefull app learn kanji,usefull app learn kanji,kanji
"Hello delevoper, I hope you add grammar feature or make new app. I know it isn't make sense that kanji app make a grammar feature cause the focus on app is to learn kanji not grammar but I hope you are considering it . Overall I buy it and it really great 😊",Hello delevoper I hope you add grammar feature or make new app I know it isnt make sense that kanji app make a grammar feature cause the focus on app is to learn kanji not grammar but I hope you are considering it  Overall I buy it and it really great,hello delevoper i hope you add grammar feature or make new app i know it isnt make sense that kanji app make a grammar feature cause the focus on app is to learn kanji not grammar but i hope you are considering it  overall i buy it and it really great,hello delevoper i hope you add tata bahasa feature atau make new app i know it isnt make sense that kanji app make a tata bahasa feature cause the focus on app is to learn kanji not tata bahasa but i hope you are considering it overall i buy it and it really great,"['hello', 'delevoper', 'i', 'hope', 'you', 'add', 'tata', 'bahasa', 'feature', 'atau', 'make', 'new', 'app', 'i', 'know', 'it', 'isnt', 'make', 'sense', 'that', 'kanji', 'app', 'make', 'a', 'tata', 'bahasa', 'feature', 'cause', 'the', 'focus', 'on', 'app', 'is', 'to', 'learn', 'kanji', 'not', 'tata', 'bahasa', 'but', 'i', 'hope', 'you', 'are', 'considering', 'it', 'overall', 'i', 'buy', 'it', 'and', 'it', 'really', 'great']","['hello', 'delevoper', 'hope', 'add', 'tata', 'bahasa', 'feature', 'make', 'new', 'app', 'know', 'isnt', 'make', 'sense', 'kanji', 'app', 'make', 'tata', 'bahasa', 'feature', 'cause', 'focus', 'app', 'learn', 'kanji', 'tata', 'bahasa', 'hope', 'considering', 'overall', 'buy', 'really', 'great']",hello delevoper hope add tata bahasa feature make new app know isnt make sense kanji app make tata bahasa feature cause focus app learn kanji tata bahasa hope considering overall buy really great,hello delevoper hope add tata bahasa feature make new app know isnt make sense kanji app make tata bahasa feature cause focus app learn kanji tata bahasa hope considering overall buy really great,"bunpou,kanji"
