Review,text_clean,text_casefoldingText,text_final_splitted,text_slangwords,text_tokenizingText,text_normalized,text_stopword,text_sentenced,text_final_stemmed
"kurang cocok untuk belajar, tidak ada sistem pelacakan jadi ga tau kata mana saja yang sudah dihafal. Fitur flashcard ga guna buat apa usap kanan kiri kalo nanti ke reset lagi",kurang cocok untuk belajar tidak ada sistem pelacakan jadi ga tau kata mana saja yang sudah dihafal Fitur flashcard ga guna buat apa usap kanan kiri kalo nanti ke reset lagi,kurang cocok untuk belajar tidak ada sistem pelacakan jadi ga tau kata mana saja yang sudah dihafal fitur flashcard ga guna buat apa usap kanan kiri kalo nanti ke reset lagi,kurang cocok untuk belajar tidak ada sistem pelacakan jadi ga tau kata mana saja yang sudah dihafal fitur flashcard ga guna buat apa usap kanan kiri kalo nanti ke reset lagi,kurang cocok untuk belajar tidak ada sistem pelacakan jadi tidak tahu kata mana saja yang sudah dihafal fitur flashcard tidak guna buat apa usap kanan kiri kalau nanti ke reset lagi,"['kurang', 'cocok', 'untuk', 'belajar', 'tidak', 'ada', 'sistem', 'pelacakan', 'jadi', 'tidak', 'tahu', 'kata', 'mana', 'saja', 'yang', 'sudah', 'dihafal', 'fitur', 'flashcard', 'tidak', 'guna', 'buat', 'apa', 'usap', 'kanan', 'kiri', 'kalau', 'nanti', 'ke', 'reset', 'lagi']","['kurang', 'cocok', 'untuk', 'belajar', 'tidak', 'ada', 'sistem', 'pelacakan', 'jadi', 'tidak', 'tahu', 'kata', 'mana', 'saja', 'yang', 'sudah', 'dihafal', 'fitur', 'flashcard', 'tidak', 'guna', 'buat', 'apa', 'usap', 'kanan', 'kiri', 'kalau', 'nanti', 'ke', 'reset', 'lagi']","['cocok', 'belajar', 'sistem', 'pelacakan', 'dihafal', 'fitur', 'flashcard', 'usap', 'kanan', 'kiri', 'reset']",cocok belajar sistem pelacakan dihafal fitur flashcard usap kanan kiri reset,cocok ajar sistem lacak hafal fitur flashcard usap kanan kiri reset
cukup membantu,cukup membantu,cukup membantu,cukup membantu,cukup membantu,"['cukup', 'membantu']","['cukup', 'membantu']",['membantu'],membantu,bantu
Untuk pelatihan kosa kata jawaban benar kenapa di salahkan apakah ada bug dari apk nya tiba tiba lihat hasil tidak sesuai dengan jawaban yg telah saya klik mohon untuk cepat di perbaiki,Untuk pelatihan kosa kata jawaban benar kenapa di salahkan apakah ada bug dari apk nya tiba tiba lihat hasil tidak sesuai dengan jawaban yg telah saya klik mohon untuk cepat di perbaiki,untuk pelatihan kosa kata jawaban benar kenapa di salahkan apakah ada bug dari apk nya tiba tiba lihat hasil tidak sesuai dengan jawaban yg telah saya klik mohon untuk cepat di perbaiki,untuk pelatihan kosa kata jawaban benar kenapa di salahkan apakah ada bug dari apk nya tiba tiba lihat hasil tidak sesuai dengan jawaban yg telah saya klik mohon untuk cepat di perbaiki,untuk pelatihan kosa kata jawaban benar kenapa di salahkan apakah ada bug dari apk nya tiba tiba lihat hasil tidak sesuai dengan jawaban yang telah saya klik mohon untuk cepat di perbaiki,"['untuk', 'pelatihan', 'kosa', 'kata', 'jawaban', 'benar', 'kenapa', 'di', 'salahkan', 'apakah', 'ada', 'bug', 'dari', 'apk', 'nya', 'tiba', 'tiba', 'lihat', 'hasil', 'tidak', 'sesuai', 'dengan', 'jawaban', 'yang', 'telah', 'saya', 'klik', 'mohon', 'untuk', 'cepat', 'di', 'perbaiki']","['untuk', 'pelatihan', 'kosa', 'kata', 'jawaban', 'benar', 'kenapa', 'di', 'salahkan', 'apakah', 'ada', 'bug', 'dari', 'apk', 'nya', 'tiba', 'tiba', 'lihat', 'hasil', 'tidak', 'sesuai', 'dengan', 'jawaban', 'yang', 'telah', 'saya', 'klik', 'mohon', 'untuk', 'cepat', 'di', 'perbaiki']","['pelatihan', 'kosa', 'salahkan', 'bug', 'apk', 'lihat', 'hasil', 'sesuai', 'klik', 'mohon', 'cepat', 'perbaiki']",pelatihan kosa salahkan bug apk lihat hasil sesuai klik mohon cepat perbaiki,latih kosa salah bug apk lihat hasil sesuai klik mohon cepat baik
"sangat membantu bagi pemula yang sedang belajar kanji,semoga bermanfaat",sangat membantu bagi pemula yang sedang belajar kanjisemoga bermanfaat,sangat membantu bagi pemula yang sedang belajar kanjisemoga bermanfaat,sangat membantu bagi pemula yang sedang belajar kanjisemoga bermanfaat,sangat membantu bagi pemula yang sedang belajar kanjisemoga bermanfaat,"['sangat', 'membantu', 'bagi', 'pemula', 'yang', 'sedang', 'belajar', 'kanjisemoga', 'bermanfaat']","['sangat', 'membantu', 'bagi', 'pemula', 'yang', 'sedang', 'belajar', 'kanjisemoga', 'bermanfaat']","['membantu', 'pemula', 'belajar', 'kanjisemoga', 'bermanfaat']",membantu pemula belajar kanjisemoga bermanfaat,bantu mula ajar kanjisemoga manfaat
aplikasi yang terbaik namun saya harap untuk mengunduh ke premium bisa di kurangi harganya,aplikasi yang terbaik namun saya harap untuk mengunduh ke premium bisa di kurangi harganya,aplikasi yang terbaik namun saya harap untuk mengunduh ke premium bisa di kurangi harganya,aplikasi yang terbaik saya harap untuk mengunduh ke premium bisa di kurangi harganya,aplikasi yang terbaik saya harap untuk mengunduh ke premium bisa di kurangi harganya,"['aplikasi', 'yang', 'terbaik', 'saya', 'harap', 'untuk', 'mengunduh', 'ke', 'premium', 'bisa', 'di', 'kurangi', 'harganya']","['aplikasi', 'yang', 'terbaik', 'saya', 'harap', 'untuk', 'mengunduh', 'ke', 'premium', 'bisa', 'di', 'kurangi', 'harganya']","['aplikasi', 'terbaik', 'harap', 'mengunduh', 'premium', 'kurangi', 'harganya']",aplikasi terbaik harap mengunduh premium kurangi harganya,aplikasi baik harap unduh premium kurang harga
Pilihan ganda 1 2 3 4 nya kegedean enak sebelumnya sedeng,Pilihan ganda     nya kegedean enak sebelumnya sedeng,pilihan ganda     nya kegedean enak sebelumnya sedeng,pilihan ganda     nya kegedean enak sebelumnya sedeng,pilihan ganda nya kegedean enak sebelumnya sedeng,"['pilihan', 'ganda', 'nya', 'kegedean', 'enak', 'sebelumnya', 'sedeng']","['pilihan', 'ganda', 'nya', 'kegedean', 'enak', 'sebelumnya', 'sedeng']","['pilihan', 'ganda', 'kegedean', 'enak', 'sedeng']",pilihan ganda kegedean enak sedeng,pilih ganda gede enak sedeng
aplikasi terbaikkkk,aplikasi terbaikkkk,aplikasi terbaikkkk,aplikasi terbaikkkk,aplikasi terbaikkkk,"['aplikasi', 'terbaikkkk']","['aplikasi', 'terbaikkkk']","['aplikasi', 'terbaikkkk']",aplikasi terbaikkkk,aplikasi terbaikkkk
mantap buat belajar ini paling okeh,mantap buat belajar ini paling okeh,mantap buat belajar ini paling okeh,mantap buat belajar ini paling okeh,mantap buat belajar ini paling okeh,"['mantap', 'buat', 'belajar', 'ini', 'paling', 'okeh']","['mantap', 'buat', 'belajar', 'ini', 'paling', 'okeh']","['mantap', 'belajar', 'okeh']",mantap belajar okeh,mantap ajar okeh
"Maaf kak, kenapa saya belum premium ya? Saya sudah bayar via d*n*, dan bukti tf nya saya kirim lewat email. Mohon bantuannya kak.",Maaf kak kenapa saya belum premium ya Saya sudah bayar via dn dan bukti tf nya saya kirim lewat email Mohon bantuannya kak,maaf kak kenapa saya belum premium ya saya sudah bayar via dn dan bukti tf nya saya kirim lewat email mohon bantuannya kak,maaf kak kenapa saya belum premium ya saya sudah bayar via dn dan bukti tf nya saya kirim lewat email mohon bantuannya kak,maaf kak kenapa saya belum premium iya saya sudah bayar via dn dan bukti tf nya saya kirim lewat email mohon bantuannya kak,"['maaf', 'kak', 'kenapa', 'saya', 'belum', 'premium', 'iya', 'saya', 'sudah', 'bayar', 'via', 'dn', 'dan', 'bukti', 'tf', 'nya', 'saya', 'kirim', 'lewat', 'email', 'mohon', 'bantuannya', 'kak']","['maaf', 'kak', 'kenapa', 'saya', 'belum', 'premium', 'iya', 'saya', 'sudah', 'bayar', 'via', 'dn', 'dan', 'bukti', 'tf', 'nya', 'saya', 'kirim', 'lewat', 'email', 'mohon', 'bantuannya', 'kak']","['maaf', 'kak', 'premium', 'bayar', 'via', 'dn', 'bukti', 'tf', 'kirim', 'email', 'mohon', 'bantuannya', 'kak']",maaf kak premium bayar via dn bukti tf kirim email mohon bantuannya kak,maaf kak premium bayar via dn bukti tf kirim email mohon bantu kak
Sangat membantu untuk belajar 日本語,Sangat membantu untuk belajar,sangat membantu untuk belajar,sangat membantu untuk belajar,sangat membantu untuk belajar,"['sangat', 'membantu', 'untuk', 'belajar']","['sangat', 'membantu', 'untuk', 'belajar']","['membantu', 'belajar']",membantu belajar,bantu ajar
seruu!!!,seruu,seruu,seruu,seruu,['seruu'],['seruu'],['seruu'],seruu,seruu
sangat membantu untuk pemula yang ingin belajar bhs. Jepang,sangat membantu untuk pemula yang ingin belajar bhs Jepang,sangat membantu untuk pemula yang ingin belajar bhs jepang,sangat membantu untuk pemula yang ingin belajar bhs jepang,sangat membantu untuk pemula yang ingin belajar bhs jepang,"['sangat', 'membantu', 'untuk', 'pemula', 'yang', 'ingin', 'belajar', 'bhs', 'jepang']","['sangat', 'membantu', 'untuk', 'pemula', 'yang', 'ingin', 'belajar', 'bhs', 'jepang']","['membantu', 'pemula', 'belajar', 'bhs', 'jepang']",membantu pemula belajar bhs jepang,bantu mula ajar bhs jepang
gudd,gudd,gudd,gudd,gudd,['gudd'],['gudd'],['gudd'],gudd,gudd
"SANGAT MEMBATU, HOUNTOU NI ARIGATO",SANGAT MEMBATU HOUNTOU NI ARIGATO,sangat membatu hountou ni arigato,sangat membatu hountou ni arigato,sangat membatu hountou ini arigato,"['sangat', 'membatu', 'hountou', 'ini', 'arigato']","['sangat', 'membatu', 'hountou', 'ini', 'terima kasih']","['membatu', 'hountou', 'terima kasih']",membatu hountou terima kasih,batu hountou terima kasih
Memudahkan dlm belajar jlpt,Memudahkan dlm belajar jlpt,memudahkan dlm belajar jlpt,memudahkan dlm belajar jlpt,memudahkan dalam belajar jlpt,"['memudahkan', 'dalam', 'belajar', 'jlpt']","['memudahkan', 'dalam', 'belajar', 'jlpt']","['memudahkan', 'belajar', 'jlpt']",memudahkan belajar jlpt,mudah ajar jlpt
good apps,good apps,good apps,good apps,bagus apps,"['bagus', 'apps']","['bagus', 'apps']","['bagus', 'apps']",bagus apps,bagus apps
bagus tapi banyak iklan,bagus tapi banyak iklan,bagus tapi banyak iklan,bagus banyak iklan,bagus banyak iklan,"['bagus', 'banyak', 'iklan']","['bagus', 'banyak', 'iklan']","['bagus', 'iklan']",bagus iklan,bagus iklan
Yg latihan n 5 pas listeningnya ngebag,Yg latihan n  pas listeningnya ngebag,yg latihan n  pas listeningnya ngebag,yg latihan n  pas listeningnya ngebag,yang latihan dan pas listeningnya ngebag,"['yang', 'latihan', 'dan', 'pas', 'listeningnya', 'ngebag']","['yang', 'latihan', 'dan', 'pas', 'listeningnya', 'ngebag']","['latihan', 'pas', 'listeningnya', 'ngebag']",latihan pas listeningnya ngebag,latih pas listeningnya ngebag
"Bagussss, bisa buat belajar untuk ujian jlpt. Semoga yang lgi belajar buat persiapan jlpt lancar dan mendapatkan hasil terbaik.",Bagussss bisa buat belajar untuk ujian jlpt Semoga yang lgi belajar buat persiapan jlpt lancar dan mendapatkan hasil terbaik,bagussss bisa buat belajar untuk ujian jlpt semoga yang lgi belajar buat persiapan jlpt lancar dan mendapatkan hasil terbaik,bagussss bisa buat belajar untuk ujian jlpt semoga yang lgi belajar buat persiapan jlpt lancar dan mendapatkan hasil terbaik,bagussss bisa buat belajar untuk ujian jlpt semoga yang lagi belajar buat persiapan jlpt lancar dan mendapatkan hasil terbaik,"['bagussss', 'bisa', 'buat', 'belajar', 'untuk', 'ujian', 'jlpt', 'semoga', 'yang', 'lagi', 'belajar', 'buat', 'persiapan', 'jlpt', 'lancar', 'dan', 'mendapatkan', 'hasil', 'terbaik']","['bagus', 'bisa', 'buat', 'belajar', 'untuk', 'ujian', 'jlpt', 'semoga', 'yang', 'lagi', 'belajar', 'buat', 'persiapan', 'jlpt', 'lancar', 'dan', 'mendapatkan', 'hasil', 'terbaik']","['bagus', 'belajar', 'ujian', 'jlpt', 'semoga', 'belajar', 'persiapan', 'jlpt', 'lancar', 'hasil', 'terbaik']",bagus belajar ujian jlpt semoga belajar persiapan jlpt lancar hasil terbaik,bagus ajar uji jlpt moga ajar siap jlpt lancar hasil baik
saya Terbantu Oleh Aplikasi Ini pokoknya Aplikasi ini sangat membantu pemula dalam mengenal Bahasa Jepang,saya Terbantu Oleh Aplikasi Ini pokoknya Aplikasi ini sangat membantu pemula dalam mengenal Bahasa Jepang,saya terbantu oleh aplikasi ini pokoknya aplikasi ini sangat membantu pemula dalam mengenal bahasa jepang,saya terbantu oleh aplikasi ini pokoknya aplikasi ini sangat membantu pemula dalam mengenal bahasa jepang,saya terbantu oleh aplikasi ini pokoknya aplikasi ini sangat membantu pemula dalam mengenal bahasa jepang,"['saya', 'terbantu', 'oleh', 'aplikasi', 'ini', 'pokoknya', 'aplikasi', 'ini', 'sangat', 'membantu', 'pemula', 'dalam', 'mengenal', 'bahasa', 'jepang']","['saya', 'terbantu', 'oleh', 'aplikasi', 'ini', 'pokoknya', 'aplikasi', 'ini', 'sangat', 'membantu', 'pemula', 'dalam', 'mengenal', 'bahasa', 'jepang']","['terbantu', 'aplikasi', 'pokoknya', 'aplikasi', 'membantu', 'pemula', 'mengenal', 'bahasa', 'jepang']",terbantu aplikasi pokoknya aplikasi membantu pemula mengenal bahasa jepang,bantu aplikasi pokok aplikasi bantu mula kenal bahasa jepang
Saya sudah transfer tapi masih belum bisa membuka apapun,Saya sudah transfer tapi masih belum bisa membuka apapun,saya sudah transfer tapi masih belum bisa membuka apapun,saya sudah transfer masih belum bisa membuka apapun,saya sudah transfer masih belum bisa membuka apapun,"['saya', 'sudah', 'transfer', 'masih', 'belum', 'bisa', 'membuka', 'apapun']","['saya', 'sudah', 'transfer', 'masih', 'belum', 'bisa', 'membuka', 'apapun']","['transfer', 'membuka', 'apapun']",transfer membuka apapun,transfer buka apa
Saya tidak bisa meski saya sudah mencoba nya dan saya tidak ngerti bahasa nya apa,Saya tidak bisa meski saya sudah mencoba nya dan saya tidak ngerti bahasa nya apa,saya tidak bisa meski saya sudah mencoba nya dan saya tidak ngerti bahasa nya apa,saya tidak bisa meski saya sudah mencoba nya dan saya tidak ngerti bahasa nya apa,saya tidak bisa meski saya sudah mencoba nya dan saya tidak mengerti bahasa nya apa,"['saya', 'tidak', 'bisa', 'meski', 'saya', 'sudah', 'mencoba', 'nya', 'dan', 'saya', 'tidak', 'mengerti', 'bahasa', 'nya', 'apa']","['saya', 'tidak', 'bisa', 'meski', 'saya', 'sudah', 'mencoba', 'nya', 'dan', 'saya', 'tidak', 'mengerti', 'bahasa', 'nya', 'apa']","['mencoba', 'mengerti', 'bahasa']",mencoba mengerti bahasa,coba erti bahasa
sumpah gg bet aplikasinya,sumpah gg bet aplikasinya,sumpah gg bet aplikasinya,sumpah gg bet aplikasinya,sumpah gg banget aplikasinya,"['sumpah', 'gg', 'banget', 'aplikasinya']","['sumpah', 'gg', 'banget', 'aplikasinya']","['sumpah', 'gg', 'banget', 'aplikasinya']",sumpah gg banget aplikasinya,sumpah gg banget aplikasi
kakoi,kakoi,kakoi,kakoi,kakoi,['kakoi'],['kakoi'],['kakoi'],kakoi,kakoi
seneng pakee ini,seneng pakee ini,seneng pakee ini,seneng pakee ini,seneng pakee ini,"['seneng', 'pakee', 'ini']","['seneng', 'pakee', 'ini']","['seneng', 'pakee']",seneng pakee,neng pakee
simulasi nya mantap,simulasi nya mantap,simulasi nya mantap,simulasi nya mantap,simulasi nya mantap,"['simulasi', 'nya', 'mantap']","['simulasi', 'nya', 'mantap']","['simulasi', 'mantap']",simulasi mantap,simulasi mantap
beuuhh mantap,beuuhh mantap,beuuhh mantap,beuuhh mantap,beuuhh mantap,"['beuuhh', 'mantap']","['beuuhh', 'mantap']","['beuuhh', 'mantap']",beuuhh mantap,beuuhh mantap
👍👏,,,,,[],[],[],,
pas banget buat JLPT nih,pas banget buat JLPT nih,pas banget buat jlpt nih,pas banget buat jlpt nih,pas banget buat jlpt ini,"['pas', 'banget', 'buat', 'jlpt', 'ini']","['pas', 'banget', 'buat', 'jlpt', 'ini']","['pas', 'banget', 'jlpt']",pas banget jlpt,pas banget jlpt
"Coba ada trial minimal 3 hari, pasti bagus nihhh...",Coba ada trial minimal  hari pasti bagus nihhh,coba ada trial minimal  hari pasti bagus nihhh,coba ada trial minimal  hari pasti bagus nihhh,coba ada trial minimal hari pasti bagus nihhh,"['coba', 'ada', 'trial', 'minimal', 'hari', 'pasti', 'bagus', 'nihhh']","['coba', 'ada', 'trial', 'minimal', 'hari', 'pasti', 'bagus', 'nihhh']","['coba', 'trial', 'minimal', 'bagus', 'nihhh']",coba trial minimal bagus nihhh,coba trial minimal bagus nihhh
kereen banget aplikasinya..semoga bulan 12 ini lulus ujian n3 .. Astungkara 🙏🫶,kereen banget aplikasinyasemoga bulan  ini lulus ujian n  Astungkara,kereen banget aplikasinyasemoga bulan  ini lulus ujian n  astungkara,kereen banget aplikasinyasemoga bulan  ini lulus ujian n  astungkara,kereen banget aplikasinyasemoga bulan ini lulus ujian dan astungkara,"['kereen', 'banget', 'aplikasinyasemoga', 'bulan', 'ini', 'lulus', 'ujian', 'dan', 'astungkara']","['kereen', 'banget', 'aplikasinyasemoga', 'bulan', 'ini', 'lulus', 'ujian', 'dan', 'astungkara']","['kereen', 'banget', 'aplikasinyasemoga', 'lulus', 'ujian', 'astungkara']",kereen banget aplikasinyasemoga lulus ujian astungkara,kereen banget aplikasinyasemoga lulus uji astungkara
semoga konsisten,semoga konsisten,semoga konsisten,semoga konsisten,semoga konsisten,"['semoga', 'konsisten']","['semoga', 'konsisten']","['semoga', 'konsisten']",semoga konsisten,moga konsisten
okay,okay,okay,okay,okay,['okay'],['okay'],['okay'],okay,okay
sangat bagus is the best,sangat bagus is the best,sangat bagus is the best,sangat bagus is the best,sangat bagus is the best,"['sangat', 'bagus', 'is', 'the', 'best']","['sangat', 'bagus', 'is', 'the', 'best']","['bagus', 'best']",bagus best,bagus best
enak buat belajar kanji,enak buat belajar kanji,enak buat belajar kanji,enak buat belajar kanji,enak buat belajar kanji,"['enak', 'buat', 'belajar', 'kanji']","['enak', 'buat', 'belajar', 'kanji']","['enak', 'belajar', 'kanji']",enak belajar kanji,enak ajar kanji
enak banget buat ngapalin kanji,enak banget buat ngapalin kanji,enak banget buat ngapalin kanji,enak banget buat ngapalin kanji,enak banget buat ngapalin kanji,"['enak', 'banget', 'buat', 'ngapalin', 'kanji']","['enak', 'banget', 'buat', 'ngapalin', 'kanji']","['enak', 'banget', 'ngapalin', 'kanji']",enak banget ngapalin kanji,enak banget ngapalin kanji
sangat membantu untuk bljr kanjii 🤩,sangat membantu untuk bljr kanjii,sangat membantu untuk bljr kanjii,sangat membantu untuk bljr kanjii,sangat membantu untuk bljr kanjii,"['sangat', 'membantu', 'untuk', 'bljr', 'kanjii']","['sangat', 'membantu', 'untuk', 'bljr', 'kanjii']","['membantu', 'bljr', 'kanjii']",membantu bljr kanjii,bantu bljr kanji
aplikasi sangat bagus,aplikasi sangat bagus,aplikasi sangat bagus,aplikasi sangat bagus,aplikasi sangat bagus,"['aplikasi', 'sangat', 'bagus']","['aplikasi', 'sangat', 'bagus']","['aplikasi', 'bagus']",aplikasi bagus,aplikasi bagus
jos kotos kotos,jos kotos kotos,jos kotos kotos,jos kotos kotos,jos kotos kotos,"['jos', 'kotos', 'kotos']","['jos', 'kotos', 'kotos']","['jos', 'kotos', 'kotos']",jos kotos kotos,jos kotos kotos
"ada kanji, kosa kata, kalimat. bahkan ada contoh dan penjelasannya (walaupun masih bahasa inggris walaupun makek bahasa indo). ada latihan soal dan latihan test jlpt. kalau belajar ada kanji yang tidak tahu bisa dipencet dan keluar artinya. MANTAP",ada kanji kosa kata kalimat bahkan ada contoh dan penjelasannya walaupun masih bahasa inggris walaupun makek bahasa indo ada latihan soal dan latihan test jlpt kalau belajar ada kanji yang tidak tahu bisa dipencet dan keluar artinya MANTAP,ada kanji kosa kata kalimat bahkan ada contoh dan penjelasannya walaupun masih bahasa inggris walaupun makek bahasa indo ada latihan soal dan latihan test jlpt kalau belajar ada kanji yang tidak tahu bisa dipencet dan keluar artinya mantap,ada kanji kosa kata kalimat bahkan ada contoh dan penjelasannya masih bahasa inggris makek bahasa indo ada latihan soal dan latihan test jlpt kalau belajar ada kanji yang tidak tahu bisa dipencet dan keluar artinya mantap,ada kanji kosa kata kalimat bahkan ada contoh dan penjelasannya masih bahasa inggris makek bahasa indo ada latihan soal dan latihan test jlpt kalau belajar ada kanji yang tidak tahu bisa dipencet dan keluar artinya mantap,"['ada', 'kanji', 'kosa', 'kata', 'kalimat', 'bahkan', 'ada', 'contoh', 'dan', 'penjelasannya', 'masih', 'bahasa', 'inggris', 'makek', 'bahasa', 'indo', 'ada', 'latihan', 'soal', 'dan', 'latihan', 'test', 'jlpt', 'kalau', 'belajar', 'ada', 'kanji', 'yang', 'tidak', 'tahu', 'bisa', 'dipencet', 'dan', 'keluar', 'artinya', 'mantap']","['ada', 'kanji', 'kosa', 'kata', 'kalimat', 'bahkan', 'ada', 'contoh', 'dan', 'penjelasannya', 'masih', 'bahasa', 'inggris', 'makek', 'bahasa', 'indo', 'ada', 'latihan', 'soal', 'dan', 'latihan', 'test', 'jlpt', 'kalau', 'belajar', 'ada', 'kanji', 'yang', 'tidak', 'tahu', 'bisa', 'dipencet', 'dan', 'keluar', 'artinya', 'mantap']","['kanji', 'kosa', 'kalimat', 'contoh', 'penjelasannya', 'bahasa', 'inggris', 'makek', 'bahasa', 'indo', 'latihan', 'latihan', 'test', 'jlpt', 'belajar', 'kanji', 'dipencet', 'mantap']",kanji kosa kalimat contoh penjelasannya bahasa inggris makek bahasa indo latihan latihan test jlpt belajar kanji dipencet mantap,kanji kosa kalimat contoh jelas bahasa inggris makek bahasa indo latih latih test jlpt ajar kanji pencet mantap
untuk aplikasi ini bagi saya sangat membantu saya untuk lebih memahami bunpou bunpou jlpt. yang paling saya sukai dari aplikasi ini saat kita selesai mengerjakan kan soalnya kita bisa bahas ulang yg kita kerjakan untuk saat ini saya beri 5 bintang,untuk aplikasi ini bagi saya sangat membantu saya untuk lebih memahami bunpou bunpou jlpt yang paling saya sukai dari aplikasi ini saat kita selesai mengerjakan kan soalnya kita bisa bahas ulang yg kita kerjakan untuk saat ini saya beri  bintang,untuk aplikasi ini bagi saya sangat membantu saya untuk lebih memahami bunpou bunpou jlpt yang paling saya sukai dari aplikasi ini saat kita selesai mengerjakan kan soalnya kita bisa bahas ulang yg kita kerjakan untuk saat ini saya beri  bintang,untuk aplikasi ini bagi saya sangat membantu saya untuk lebih memahami bunpou bunpou jlpt yang paling saya sukai dari aplikasi ini saat kita selesai mengerjakan kan soalnya kita bisa bahas ulang yg kita kerjakan untuk saat ini saya beri  bintang,untuk aplikasi ini bagi saya sangat membantu saya untuk lebih memahami bunpou bunpou jlpt yang paling saya sukai dari aplikasi ini saat kita selesai mengerjakan kan soalnya kita bisa bahas ulang yang kita kerjakan untuk saat ini saya beri bintang,"['untuk', 'aplikasi', 'ini', 'bagi', 'saya', 'sangat', 'membantu', 'saya', 'untuk', 'lebih', 'memahami', 'bunpou', 'bunpou', 'jlpt', 'yang', 'paling', 'saya', 'sukai', 'dari', 'aplikasi', 'ini', 'saat', 'kita', 'selesai', 'mengerjakan', 'kan', 'soalnya', 'kita', 'bisa', 'bahas', 'ulang', 'yang', 'kita', 'kerjakan', 'untuk', 'saat', 'ini', 'saya', 'beri', 'bintang']","['untuk', 'aplikasi', 'ini', 'bagi', 'saya', 'sangat', 'membantu', 'saya', 'untuk', 'lebih', 'memahami', 'bunpou', 'bunpou', 'jlpt', 'yang', 'paling', 'saya', 'sukai', 'dari', 'aplikasi', 'ini', 'saat', 'kita', 'selesai', 'mengerjakan', 'kan', 'soalnya', 'kita', 'bisa', 'bahas', 'ulang', 'yang', 'kita', 'kerjakan', 'untuk', 'saat', 'ini', 'saya', 'beri', 'bintang']","['aplikasi', 'membantu', 'memahami', 'bunpou', 'bunpou', 'jlpt', 'sukai', 'aplikasi', 'selesai', 'bahas', 'ulang', 'kerjakan', 'bintang']",aplikasi membantu memahami bunpou bunpou jlpt sukai aplikasi selesai bahas ulang kerjakan bintang,aplikasi bantu paham bunpou bunpou jlpt suka aplikasi selesai bahas ulang kerja bintang
membantu mengasah pengetahuan,membantu mengasah pengetahuan,membantu mengasah pengetahuan,membantu mengasah pengetahuan,membantu mengasah pengetahuan,"['membantu', 'mengasah', 'pengetahuan']","['membantu', 'mengasah', 'pengetahuan']","['membantu', 'mengasah', 'pengetahuan']",membantu mengasah pengetahuan,bantu asah tahu
"yakudatta to omoimasu,,",yakudatta to omoimasu,yakudatta to omoimasu,yakudatta to omoimasu,yakudatta to omoimasu,"['yakudatta', 'to', 'omoimasu']","['yakudatta', 'to', 'omoimasu']","['yakudatta', 'omoimasu']",yakudatta omoimasu,yakudatta omoimasu
oke,oke,oke,,,[],[],[],,
terlalu mahal harga pembayarannya untuk fitur yang perlu dikembangkan lagi.,terlalu mahal harga pembayarannya untuk fitur yang perlu dikembangkan lagi,terlalu mahal harga pembayarannya untuk fitur yang perlu dikembangkan lagi,terlalu mahal harga pembayarannya untuk fitur yang perlu dikembangkan lagi,terlalu mahal harga pembayarannya untuk fitur yang perlu dikembangkan lagi,"['terlalu', 'mahal', 'harga', 'pembayarannya', 'untuk', 'fitur', 'yang', 'perlu', 'dikembangkan', 'lagi']","['terlalu', 'mahal', 'harga', 'pembayarannya', 'untuk', 'fitur', 'yang', 'perlu', 'dikembangkan', 'lagi']","['mahal', 'harga', 'pembayarannya', 'fitur', 'dikembangkan']",mahal harga pembayarannya fitur dikembangkan,mahal harga bayar fitur kembang
bagus bangett,bagus bangett,bagus bangett,bagus bangett,bagus bangett,"['bagus', 'bangett']","['bagus', 'banget']","['bagus', 'banget']",bagus banget,bagus banget
Sangat bermanfaat sekali untuk kemajuan belajar 🇯🇵 saya ありがとうございます,Sangat bermanfaat sekali untuk kemajuan belajar  saya,sangat bermanfaat sekali untuk kemajuan belajar  saya,sangat bermanfaat sekali untuk kemajuan belajar  saya,sangat bermanfaat sekali untuk kemajuan belajar saya,"['sangat', 'bermanfaat', 'sekali', 'untuk', 'kemajuan', 'belajar', 'saya']","['sangat', 'bermanfaat', 'sekali', 'untuk', 'kemajuan', 'belajar', 'saya']","['bermanfaat', 'kemajuan', 'belajar']",bermanfaat kemajuan belajar,manfaat maju ajar
sanggat bagus,sanggat bagus,sanggat bagus,sanggat bagus,sanggat bagus,"['sanggat', 'bagus']","['sanggat', 'bagus']","['sanggat', 'bagus']",sanggat bagus,sanggat bagus
wih .bagus banget ini buat latihan sehari hari.paling rekomendasi buanget,wih bagus banget ini buat latihan sehari haripaling rekomendasi buanget,wih bagus banget ini buat latihan sehari haripaling rekomendasi buanget,wih bagus banget ini buat latihan sehari haripaling rekomendasi buanget,wih bagus banget ini buat latihan sehari haripaling rekomendasi buanget,"['wih', 'bagus', 'banget', 'ini', 'buat', 'latihan', 'sehari', 'haripaling', 'rekomendasi', 'buanget']","['wih', 'bagus', 'banget', 'ini', 'buat', 'latihan', 'sehari', 'haripaling', 'rekomendasi', 'buanget']","['wih', 'bagus', 'banget', 'latihan', 'sehari', 'haripaling', 'rekomendasi', 'buanget']",wih bagus banget latihan sehari haripaling rekomendasi buanget,wih bagus banget latih hari haripaling rekomendasi buanget
bgus bgt,bgus bgt,bgus bgt,bgus bgt,bgus banget,"['bgus', 'banget']","['bgus', 'banget']","['bgus', 'banget']",bgus banget,bgus banget
